sentence;arg1;rel;arg2;gold;pred;score;pattern_ud;subj_deprel;obj_deprel
Rússia Em 5 de abril, a tocha olímpica chegou a São Petersburgo, em a Rússia.;a tocha olímpica;chegou em;em a Rússia;0;1;;verb+obl;nsubj;obl
Rússia Em 5 de abril, a tocha olímpica chegou a São Petersburgo, em a Rússia.;a tocha olímpica;chegou a;São Petersburgo;1;0;0.0;unknown;;
Em meio a a pressão de ambas as direções, o primeiro-ministro Gordon Brown recebeu a tocha de o lado de fora de a 10 Downing Street sem segurá-la ou tocá-la.;o primeiro-ministro;recebeu;a tocha de o lado de a 10 Downing Street;0;1;;verb+obj;nsubj;obj
Em meio a a pressão de ambas as direções, o primeiro-ministro Gordon Brown recebeu a tocha de o lado de fora de a 10 Downing Street sem segurá-la ou tocá-la.;Gordon Brown;recebeu;a tocha de o lado de fora de a 10 Downing Street;1;0;0.0;unknown;;
Em meio a a pressão de ambas as direções, o primeiro-ministro Gordon Brown recebeu a tocha de o lado de fora de a 10 Downing Street sem segurá-la ou tocá-la.;o primeiro-ministro Gordon Brown;recebeu;a tocha de o lado de fora de a 10 Downing Street;1;0;0.0;unknown;;
Em 1º de abril de 2008, o Conselho de Supervisores de São Francisco aprovou uma resolução que tratava de as questões de direitos humanos quando a tocha olímpica de Pequim chegasse a São Francisco em 9 de abril.;o Conselho de Supervisores de São Francisco;aprovou;uma resolução;0;1;;verb+obj;nsubj;obj
Em 1º de abril de 2008, o Conselho de Supervisores de São Francisco aprovou uma resolução que tratava de as questões de direitos humanos quando a tocha olímpica de Pequim chegasse a São Francisco em 9 de abril.;uma resolução;tratava de as questões de;direitos humanos;1;0;0.0;unknown;;
A mídia indiana informou que o ministro de o Comércio de a Índia, Kamal Nath, cancelou uma viagem oficial a Pequim em protesto, apesar de fontes de a Nath e de a China terem negado.:;o ministro de o Comércio de a Índia;cancelou;uma viagem oficial a Pequim;1;1;;verb+obj;nsubj;obj
A mídia indiana informou que o ministro de o Comércio de a Índia, Kamal Nath, cancelou uma viagem oficial a Pequim em protesto, apesar de fontes de a Nath e de a China terem negado.:;o ministro de o Comércio de a Índia;cancelou;uma viagem oficial a Pequim em protesto;0;1;;verb+obj[+obl];nsubj;obj
A mídia indiana informou que o ministro de o Comércio de a Índia, Kamal Nath, cancelou uma viagem oficial a Pequim em protesto, apesar de fontes de a Nath e de a China terem negado.:;A mídia indiana;informou;que o ministro cancelou uma viagem oficial em protesto;0;1;;verb+ccomp;nsubj;ccomp
A mídia indiana informou que o ministro de o Comércio de a Índia, Kamal Nath, cancelou uma viagem oficial a Pequim em protesto, apesar de fontes de a Nath e de a China terem negado.:;o ministro de o Comércio de a Índia;cancelou em;em protesto;0;1;;verb+nary-split;nsubj;obl
A Organização de as Nações Unidas e sua agência infantil UNICEF retiraram sua equipe, dizendo que não tinha certeza de que o evento ajudaria sua missão de aumentar a conscientização sobre as condições de as crianças e em meio a preocupações de que o revezamento fosse usado como um golpe de propaganda.;A Organização de as Nações Unidas e sua agência infantil;retiraram;sua equipe;0;1;;verb+obj;nsubj;obj
A Organização de as Nações Unidas e sua agência infantil UNICEF retiraram sua equipe, dizendo que não tinha certeza de que o evento ajudaria sua missão de aumentar a conscientização sobre as condições de as crianças e em meio a preocupações de que o revezamento fosse usado como um golpe de propaganda.;o revezamento;fosse usado como;um golpe de propaganda;0;1;;aux:pass;nsubj:pass;xcomp
A Organização de as Nações Unidas e sua agência infantil UNICEF retiraram sua equipe, dizendo que não tinha certeza de que o evento ajudaria sua missão de aumentar a conscientização sobre as condições de as crianças e em meio a preocupações de que o revezamento fosse usado como um golpe de propaganda.;A Organização de as Nações Unidas e sua agência infantil UNICEF;retiraram;sua equipe;1;0;0.0;unknown;;
Em vez de ensinar pequenas partes de um grande número de assuntos, Whitehead advogou o ensino de relativamente poucos conceitos importantes que o aluno poderia vincular organicamente a muitas áreas diferentes de o conhecimento, descobrindo sua aplicação em a vida real.;Whitehead;advogou;o ensino de poucos conceitos importantes;0;1;;verb+obj;nsubj;obj
Em vez de ensinar pequenas partes de um grande número de assuntos, Whitehead advogou o ensino de relativamente poucos conceitos importantes que o aluno poderia vincular organicamente a muitas áreas diferentes de o conhecimento, descobrindo sua aplicação em a vida real.;o aluno;poderia vincular;que;0;1;;modal+verb;nsubj;obj
Em vez de ensinar pequenas partes de um grande número de assuntos, Whitehead advogou o ensino de relativamente poucos conceitos importantes que o aluno poderia vincular organicamente a muitas áreas diferentes de o conhecimento, descobrindo sua aplicação em a vida real.;o aluno;poderia;que vincular organicamente a muitas áreas diferentes;0;1;;verb+xcomp;nsubj;xcomp
Em vez de ensinar pequenas partes de um grande número de assuntos, Whitehead advogou o ensino de relativamente poucos conceitos importantes que o aluno poderia vincular organicamente a muitas áreas diferentes de o conhecimento, descobrindo sua aplicação em a vida real.;Whitehead;advogou;o ensino de relativamente poucos conceitos importantes;1;0;0.0;unknown;;
Em vez de ensinar pequenas partes de um grande número de assuntos, Whitehead advogou o ensino de relativamente poucos conceitos importantes que o aluno poderia vincular organicamente a muitas áreas diferentes de o conhecimento, descobrindo sua aplicação em a vida real.;Whitehead;advogou o ensino de;relativamente poucos conceitos importantes;1;0;0.0;unknown;;
Whitehead argumentou que a realidade consiste em processos e não em objetos materiais, e que os processos são melhor definidos por suas relações com outros processos, rejeitando assim a teoria de que a realidade é fundamentalmente construída por pedaços de matéria que existem independentemente um de o outro.;a realidade;consiste em;processos;1;1;;verb+obj[coord];nsubj;obj
Whitehead argumentou que a realidade consiste em processos e não em objetos materiais, e que os processos são melhor definidos por suas relações com outros processos, rejeitando assim a teoria de que a realidade é fundamentalmente construída por pedaços de matéria que existem independentemente um de o outro.;os processos;são;melhor;0;1;;cop;nsubj;conj
Whitehead argumentou que a realidade consiste em processos e não em objetos materiais, e que os processos são melhor definidos por suas relações com outros processos, rejeitando assim a teoria de que a realidade é fundamentalmente construída por pedaços de matéria que existem independentemente um de o outro.;Whitehead;argumentou;que a realidade consiste em processos;1;1;;verb+ccomp;nsubj;ccomp
Alfred North Whitehead nasceu em Ramsgate, Kent, Inglaterra, em 1861.;Alfred North Whitehead;nasceu em;Ramsgate Kent Inglaterra;0;1;;verb+obl;nsubj;obl
Alfred North Whitehead nasceu em Ramsgate, Kent, Inglaterra, em 1861.;Alfred North Whitehead;nasceu em;em 1861;0;1;;verb+nary-split;nsubj;obl
Alfred North Whitehead nasceu em Ramsgate, Kent, Inglaterra, em 1861.;Alfred North Whitehead;nasceu em;1861;1;0;0.0;unknown;;
Em 1918, as responsabilidades acadêmicas de Whitehead começaram a se expandir seriamente, quando ele aceitou uma série de altos cargos administrativos dentro de o sistema de a Universidade de Londres, de os quais o Imperial College London era membro em a época.;o Imperial College London;era;membro;0;1;;cop;nsubj;acl:relcl
Em 1918, as responsabilidades acadêmicas de Whitehead começaram a se expandir seriamente, quando ele aceitou uma série de altos cargos administrativos dentro de o sistema de a Universidade de Londres, de os quais o Imperial College London era membro em a época.;o Imperial College London;era;quais membro época;0;1;;cop;nsubj;acl:relcl
Em 1918, as responsabilidades acadêmicas de Whitehead começaram a se expandir seriamente, quando ele aceitou uma série de altos cargos administrativos dentro de o sistema de a Universidade de Londres, de os quais o Imperial College London era membro em a época.;as responsabilidades acadêmicas de Whitehead;começaram;Em 1918 a expandir seriamente;0;1;;verb+xcomp;nsubj;xcomp
Em 1918, as responsabilidades acadêmicas de Whitehead começaram a se expandir seriamente, quando ele aceitou uma série de altos cargos administrativos dentro de o sistema de a Universidade de Londres, de os quais o Imperial College London era membro em a época.;as responsabilidades acadêmicas de Whitehead;começaram a;se expandir seriamente;1;0;0.0;unknown;;
A biografia de dois volumes de Whitehead de Victor Lowe é a apresentação mais definitiva de a vida de Whitehead.;A biografia de dois volumes de Whitehead de Victor Lowe;é;apresentação;0;1;;cop;nsubj;root
A biografia de dois volumes de Whitehead de Victor Lowe é a apresentação mais definitiva de a vida de Whitehead.;A biografia de dois volumes de Whitehead de Victor Lowe;é;a apresentação definitiva;0;1;;cop;nsubj;root
A biografia de dois volumes de Whitehead de Victor Lowe é a apresentação mais definitiva de a vida de Whitehead.;A biografia de dois volumes de Whitehead de Victor Lowe;é;a apresentação mais definitiva de a vida de Whitehead;1;0;0.0;unknown;;
Embora a corrida tenha sido um fator que contribuiu para o momento de a morte de o IndyMac, a causa subjacente de a falha foi a maneira insegura e insalubre por a qual a economia foi operada.;a economia;por foi operada;a qual;0;1;;aux:pass;nsubj:pass;obl
Embora a corrida tenha sido um fator que contribuiu para o momento de a morte de o IndyMac, a causa subjacente de a falha foi a maneira insegura e insalubre por a qual a economia foi operada.;a causa subjacente de a falha;foi;maneira;0;1;;cop;nsubj;root
Embora a corrida tenha sido um fator que contribuiu para o momento de a morte de o IndyMac, a causa subjacente de a falha foi a maneira insegura e insalubre por a qual a economia foi operada.;a causa subjacente de a falha;foi;a maneira insegura;0;1;;cop;nsubj;root
Embora a corrida tenha sido um fator que contribuiu para o momento de a morte de o IndyMac, a causa subjacente de a falha foi a maneira insegura e insalubre por a qual a economia foi operada.;a causa subjacente de a falha;foi;a maneira insegura e insalubre por a qual a economia foi operada;1;0;0.0;unknown;;
A recessão em os EUA, iniciada em dezembro de 2007, terminou em junho de 2009, de acordo com o Bureau Nacional de Pesquisa Econômica de os EUA (NBER) e a crise financeira parece ter terminado em a mesma época.;a crise financeira;parece;terminado em a mesma época;0;1;;verb+xcomp;nsubj;xcomp
A recessão em os EUA, iniciada em dezembro de 2007, terminou em junho de 2009, de acordo com o Bureau Nacional de Pesquisa Econômica de os EUA (NBER) e a crise financeira parece ter terminado em a mesma época.;a crise financeira;parece;ter terminado em a mesma época;1;0;0.0;unknown;;
A recessão em os EUA, iniciada em dezembro de 2007, terminou em junho de 2009, de acordo com o Bureau Nacional de Pesquisa Econômica de os EUA (NBER) e a crise financeira parece ter terminado em a mesma época.;A recessão em os EUA;terminou em;junho de 2009;1;0;0.0;unknown;;
Em um discurso de junho de 2008, o presidente e CEO de o Banco de a Reserva Federal de Nova York, Timothy Geithner - que em 2009 se tornou secretário de o Tesouro de os Estados Unidos - atribuiu uma culpa significativa a o congelamento de os mercados de crédito em uma corrida às entidades de o sistema bancário paralelo, também chamado de sistema bancário paralelo.;o presidente e CEO de o Banco de a Reserva Federal de Nova York;atribuiu;uma culpa significativa a o congelamento de os mercados de crédito em uma corrida a as entidades de o sistema bancário paralelo;0;1;;verb+obj;nsubj;obj
Em um discurso de junho de 2008, o presidente e CEO de o Banco de a Reserva Federal de Nova York, Timothy Geithner - que em 2009 se tornou secretário de o Tesouro de os Estados Unidos - atribuiu uma culpa significativa a o congelamento de os mercados de crédito em uma corrida às entidades de o sistema bancário paralelo, também chamado de sistema bancário paralelo.;que;se tornou;secretário;0;1;;verb+xcomp;nsubj;xcomp
Em um discurso de junho de 2008, o presidente e CEO de o Banco de a Reserva Federal de Nova York, Timothy Geithner - que em 2009 se tornou secretário de o Tesouro de os Estados Unidos - atribuiu uma culpa significativa a o congelamento de os mercados de crédito em uma corrida às entidades de o sistema bancário paralelo, também chamado de sistema bancário paralelo.;Timothy Geithner;atribuiu;uma culpa significativa a o congelamento de os mercados de crédito;1;0;0.0;unknown;;
os títulos lastreados em hipotecas comerciais, os lastreados em ativos e os CDOs atingiram o pico em 2006 em quase US $ 2 trilhões... Em 2009, a emissão privada foi de menos de US $ 150 bilhões, e quase toda a emissão em lastro foi suportada por o Programa TALF de o Federal Reserve para ajudar os financiadores de cartões de crédito, automóveis e pequenas empresas.;os títulos;atingiram;o pico;0;1;;verb+obj;nsubj;obj
os títulos lastreados em hipotecas comerciais, os lastreados em ativos e os CDOs atingiram o pico em 2006 em quase US $ 2 trilhões... Em 2009, a emissão privada foi de menos de US $ 150 bilhões, e quase toda a emissão em lastro foi suportada por o Programa TALF de o Federal Reserve para ajudar os financiadores de cartões de crédito, automóveis e pequenas empresas.;os títulos;atingiram;o pico em 2006;0;1;;verb+obj[+obl];nsubj;obj
